saison,date,lieu,adversaire,buts_barca,buts_adversaire,resultat,tirs_barca,tirs_adversaire,tirs_cadres_barca,corners_barca,jaunes_barca,rouges_barca,arbitre
2223,2022-10-29,exterieur,Valencia,1,0,V,13,3,2,10,5,0,
2223,2022-11-05,domicile,Almeria,2,0,V,27,4,13,9,2,0,
2223,2022-11-08,exterieur,Osasuna,2,1,V,9,15,3,5,4,2,
2223,2022-12-31,domicile,Espanol,1,1,N,21,4,6,10,6,1,
2223,2023-01-08,exterieur,Ath Madrid,1,0,V,10,20,2,4,3,1,
2223,2023-01-22,domicile,Getafe,1,0,V,8,7,4,4,1,0,
2223,2023-01-28,exterieur,Girona,1,0,V,8,8,3,2,3,0,
2223,2023-02-01,exterieur,Betis,2,1,V,13,5,3,6,0,0,
2223,2023-02-05,domicile,Sevilla,3,0,V,16,3,7,8,0,0,
2223,2023-02-12,exterieur,Villarreal,1,0,V,7,11,4,2,4,0,
2223,2023-02-19,domicile,Cadiz,2,0,V,16,14,5,5,2,0,
2223,2023-02-26,exterieur,Almeria,0,1,D,14,7,1,7,3,0,
2223,2023-03-05,domicile,Valencia,1,0,V,13,13,4,5,0,1,
2223,2023-03-12,exterieur,Ath Bilbao,1,0,V,10,15,2,3,1,0,
2223,2023-03-19,domicile,Real Madrid,2,1,V,17,11,7,8,4,0,
2223,2023-04-01,exterieur,Elche,4,0,V,12,15,6,3,3,0,
2223,2023-04-10,domicile,Girona,0,0,N,18,5,3,12,0,0,
2223,2023-04-16,exterieur,Getafe,0,0,N,15,5,3,5,1,0,
2223,2023-04-23,domicile,Ath Madrid,1,0,V,13,13,4,3,4,0,
2223,2023-04-26,exterieur,Vallecano,1,2,D,10,9,5,9,4,0,
2223,2023-04-29,domicile,Betis,4,0,V,15,4,8,10,0,0,
2223,2023-05-02,domicile,Osasuna,1,0,V,21,7,4,11,0,0,
2223,2023-05-14,exterieur,Espanol,4,2,V,15,15,5,3,3,0,
2223,2023-05-20,domicile,Sociedad,1,2,D,13,13,4,8,4,0,
2223,2023-05-23,exterieur,Valladolid,1,3,D,16,8,6,6,0,0,
2223,2023-05-28,domicile,Mallorca,3,0,V,28,3,9,14,0,0,
2223,2023-06-04,exterieur,Celta,1,2,D,9,12,2,4,2,0,
2324,2023-08-13,exterieur,Getafe,0,0,N,14,5,4,4,2,1,
2324,2023-08-20,domicile,Cadiz,2,0,V,23,10,10,10,4,0,
2324,2023-08-27,exterieur,Villarreal,4,3,V,21,13,11,6,3,0,
2324,2023-09-03,exterieur,Osasuna,2,1,V,9,11,4,5,3,0,
2324,2023-09-16,domicile,Betis,5,0,V,17,11,9,9,1,0,
2324,2023-09-23,domicile,Celta,3,2,V,15,13,6,2,2,0,
2324,2023-09-26,exterieur,Mallorca,2,2,N,10,10,4,2,1,0,
2324,2023-09-29,domicile,Sevilla,1,0,V,18,12,5,13,2,0,
2324,2023-10-08,exterieur,Granada,2,2,N,22,7,10,11,1,0,
2324,2023-10-22,domicile,Ath Bilbao,1,0,V,12,10,7,4,3,0,
2324,2023-10-28,domicile,Real Madrid,1,2,D,15,13,3,6,2,0,
2324,2023-11-04,exterieur,Sociedad,1,0,V,12,13,4,3,3,0,
2324,2023-11-12,domicile,Alaves,2,1,V,11,8,6,2,2,0,
2324,2023-11-25,exterieur,Vallecano,1,1,N,15,10,4,4,4,0,
2324,2023-12-03,domicile,Ath Madrid,1,0,V,13,9,2,7,5,0,
2324,2023-12-10,domicile,Girona,2,4,D,31,15,11,8,1,0,
2324,2023-12-16,exterieur,Valencia,1,1,N,16,11,8,6,2,0,
2324,2023-12-20,domicile,Almeria,3,2,V,30,10,11,12,3,0,
2324,2024-01-04,exterieur,Las Palmas,2,1,V,15,12,5,10,2,0,
2324,2024-01-21,exterieur,Betis,4,2,V,11,14,4,4,2,0,
2324,2024-01-27,domicile,Villarreal,3,5,D,22,9,10,10,3,0,
2324,2024-01-31,domicile,Osasuna,1,0,V,16,9,4,6,1,0,
2324,2024-02-03,exterieur,Alaves,3,1,V,8,13,5,5,2,1,
2324,2024-02-11,domicile,Granada,3,3,N,11,11,6,6,1,0,
2324,2024-02-17,exterieur,Celta,2,1,V,14,13,4,5,4,0,
2324,2024-02-24,domicile,Getafe,4,0,V,17,10,9,5,1,0,
2324,2024-03-03,exterieur,Ath Bilbao,0,0,N,8,8,2,4,3,0,
2324,2024-03-08,domicile,Mallorca,1,0,V,20,9,6,4,1,0,
2324,2024-03-17,exterieur,Ath Madrid,3,0,V,9,12,5,3,1,0,
2324,2024-03-30,domicile,Las Palmas,1,0,V,14,8,2,6,5,0,
2324,2024-04-13,exterieur,Cadiz,1,0,V,12,14,2,4,3,0,
2324,2024-04-21,exterieur,Real Madrid,2,3,D,14,14,6,8,2,0,
2324,2024-04-29,domicile,Valencia,4,2,V,27,5,13,15,1,0,
2324,2024-05-04,exterieur,Girona,2,4,D,16,9,7,4,3,0,
2324,2024-05-13,domicile,Sociedad,2,0,V,14,10,5,6,2,0,
2324,2024-05-16,exterieur,Almeria,2,0,V,16,12,7,7,1,0,
2324,2024-05-19,domicile,Vallecano,3,0,V,14,15,6,7,4,0,
2324,2024-05-26,exterieur,Sevilla,2,1,V,11,15,6,5,1,0,
2425,2024-08-17,exterieur,Valencia,2,1,V,18,6,8,8,3,0,
2425,2024-08-24,domicile,Ath Bilbao,2,1,V,13,9,5,5,4,0,
2425,2024-08-27,exterieur,Vallecano,2,1,V,22,8,5,6,1,0,
2425,2024-08-31,domicile,Valladolid,7,0,V,23,5,10,10,0,0,
2425,2024-09-15,exterieur,Girona,4,1,V,20,9,9,6,2,1,
2425,2024-09-22,exterieur,Villarreal,5,1,V,17,13,10,3,1,0,
2425,2024-09-25,domicile,Getafe,1,0,V,16,7,4,7,1,0,
2425,2024-09-28,exterieur,Osasuna,2,4,D,12,11,5,8,2,0,
2425,2024-10-06,exterieur,Alaves,3,0,V,14,11,8,3,2,0,
2425,2024-10-20,domicile,Sevilla,5,1,V,21,7,9,5,1,0,
2425,2024-10-26,exterieur,Real Madrid,4,0,V,15,9,7,3,5,0,
2425,2024-11-03,domicile,Espanol,3,1,V,14,10,9,9,0,0,
2425,2024-11-10,exterieur,Sociedad,0,1,D,11,14,0,6,1,0,
2425,2024-11-23,exterieur,Celta,2,2,N,9,15,4,1,5,1,
2425,2024-11-30,domicile,Las Palmas,1,2,D,27,5,8,7,0,0,
2425,2024-12-03,exterieur,Mallorca,5,1,V,20,6,9,5,3,0,
2425,2024-12-07,exterieur,Betis,2,2,N,9,12,3,4,2,0,
2425,2024-12-15,domicile,Leganes,0,1,D,20,6,4,8,0,0,
2425,2024-12-21,domicile,Ath Madrid,1,2,D,19,5,7,11,0,0,
2425,2025-01-18,exterieur,Getafe,1,1,N,21,10,5,10,2,0,
2425,2025-01-26,domicile,Valencia,7,1,V,22,7,11,14,0,0,
2425,2025-02-02,domicile,Alaves,1,0,V,11,3,4,5,5,0,
2425,2025-02-09,exterieur,Sevilla,4,1,V,10,8,6,6,2,1,
2425,2025-02-17,domicile,Vallecano,1,0,V,14,9,5,4,2,0,
2425,2025-02-22,exterieur,Las Palmas,2,0,V,15,10,5,3,1,0,
2425,2025-03-02,domicile,Sociedad,4,0,V,33,0,10,12,0,0,
2425,2025-03-16,exterieur,Ath Madrid,4,2,V,13,7,6,6,3,0,
2425,2025-03-27,domicile,Osasuna,3,0,V,19,4,5,8,1,0,
2425,2025-03-30,domicile,Girona,4,1,V,21,4,9,10,0,0,
2425,2025-04-05,domicile,Betis,1,1,N,13,6,5,9,2,0,
2425,2025-04-12,exterieur,Leganes,1,0,V,12,6,3,8,1,0,
2425,2025-04-19,domicile,Celta,4,3,V,18,11,6,4,2,0,
2425,2025-04-22,domicile,Mallorca,1,0,V,40,4,13,13,0,0,
2425,2025-05-03,exterieur,Valladolid,2,1,V,24,5,7,8,2,0,
2425,2025-05-11,domicile,Real Madrid,4,3,V,23,9,9,10,4,0,
2425,2025-05-15,exterieur,Espanol,2,0,V,12,9,4,3,2,0,
2425,2025-05-18,domicile,Villarreal,2,3,D,24,7,9,11,2,0,
2425,2025-05-25,exterieur,Ath Bilbao,3,0,V,13,10,4,6,0,0,
2526,2025-08-16,exterieur,Mallorca,3,0,V,24,4,8,6,1,0,
2526,2025-08-23,exterieur,Levante,3,2,V,26,8,10,11,1,0,
2526,2025-08-31,exterieur,Vallecano,1,1,N,12,12,3,4,1,0,
2526,2025-09-14,domicile,Valencia,6,0,V,24,2,10,5,0,0,
2526,2025-09-21,domicile,Getafe,3,0,V,16,3,7,3,2,0,
2526,2025-09-25,exterieur,Oviedo,3,1,V,22,7,10,9,0,0,
2526,2025-09-28,domicile,Sociedad,2,1,V,22,7,12,12,1,0,
2526,2025-10-05,exterieur,Sevilla,1,4,D,17,13,8,6,5,0,
2526,2025-10-18,domicile,Girona,2,1,V,27,11,9,11,1,0,
2526,2025-10-26,exterieur,Real Madrid,1,2,D,15,23,6,4,5,1,
2526,2025-11-02,domicile,Elche,3,1,V,17,9,5,6,0,0,
2526,2025-11-09,exterieur,Celta,4,2,V,21,5,9,5,5,1,
2526,2025-11-22,domicile,Ath Bilbao,4,0,V,19,13,7,5,0,0,
2526,2025-11-29,domicile,Alaves,3,1,V,18,9,6,5,2,0,
2526,2025-12-02,domicile,Ath Madrid,3,1,V,19,7,6,5,1,0,
2526,2025-12-06,exterieur,Betis,5,3,V,16,17,8,7,2,0,
2526,2025-12-13,domicile,Osasuna,2,0,V,24,3,7,14,0,0,
2526,2025-12-21,exterieur,Villarreal,2,0,V,19,14,5,10,1,0,
2526,2026-01-03,exterieur,Espanol,2,0,V,15,14,6,7,0,0,
2526,2026-01-18,exterieur,Sociedad,1,2,D,25,8,9,8,3,0,
2526,2026-01-25,domicile,Oviedo,3,0,V,15,12,7,10,1,0,
2526,2026-01-31,exterieur,Elche,3,1,V,30,9,8,8,1,0,
2526,2026-02-07,domicile,Mallorca,3,0,V,24,9,7,12,0,0,
2526,2026-02-16,exterieur,Girona,1,2,D,27,13,4,7,2,0,
2526,2026-02-22,domicile,Levante,3,0,V,22,5,9,13,2,0,
2526,2026-02-28,domicile,Villarreal,4,1,V,19,6,8,3,2,0,
2526,2026-03-07,exterieur,Ath Bilbao,1,0,V,7,10,2,4,1,0,
2526,2026-03-15,domicile,Sevilla,5,2,V,13,8,8,3,0,0,
2526,2026-03-22,domicile,Vallecano,1,0,V,15,8,4,6,3,0,
2526,2026-04-04,exterieur,Ath Madrid,2,1,V,22,6,8,9,2,0,
2526,2026-04-11,domicile,Espanol,4,1,V,20,10,10,7,3,0,
2526,2026-04-22,domicile,Celta,1,0,V,10,6,3,5,1,0,
2526,2026-04-25,exterieur,Getafe,2,0,V,13,4,4,3,2,0,
2526,2026-05-02,exterieur,Osasuna,2,1,V,13,9,4,7,2,0,
2526,2026-05-10,domicile,Real Madrid,2,0,V,10,8,7,4,2,0,
2526,2026-05-13,exterieur,Alaves,0,1,D,8,9,0,4,2,0,
2526,2026-05-17,domicile,Betis,3,1,V,15,7,9,6,1,0,
2526,2026-05-23,exterieur,Valencia,1,3,D,11,19,4,8,2,0,
